,Unnamed: 0,Tweets,target
437,542,at xccuate at isuricati at spokespersonchn as i said earlier countries have developed better vaccines than the chinese version of the wuhan virus vaccine go and peddle your vaccine diplomacy and fake narrative of passion and humanity somewhere else the world is better off without china,positive
438,543,at jeymumallo guys like u were the ones who spread rumours about the indian vaccine as you did not want people to get cured of the chinese virus shame on you for being such slaves,positive
439,544,at jdmossman at reuters take it at your own risk if you want there're reasons chinese don't even trust chinese vaccine,positive
440,545,at chinese xu at herbfeng at reuters ccp's so call covid19 vaccine covering 18 59 years old in china mainland how old is xi(習匪) but the high risk people who is over 60 years old don't you know pfizer n biontech give dose to over 75 years old first,positive
441,546,chinese state councilor and fm wang yi on vaccine,neutral
442,547,ironbrother has already supplied substandard polio vaccine to pakistan previously the pakistanis have no faith in the chinese vaccine but to save his neck imrankhanpti govt is importing corona vaccine from china boycottchina at najamsethi,neutral
443,548,it has embarked upon a vaccine diplomacy campaign to send chinese developed shots around the world fmtnews china vaccine,neutral
444,549,me vs my 60+ dad not getting the chinese vaccine,neutral
445,550,at bbsimons if nana addo and his crooks are charging $ 150 at the airport just for testing the chinese are justified to charge any amount for the vaccine  man_walking  man_walking  man_walking  neutral_face  neutral_face  neutral_face,positive
446,551,at kachwanya hahaha not at all in fact it's the trials and approvals that took time moderna designed the vaccine a month after the chinese researchers made the genome sequencing of the virus available online,positive
447,552,"""i came here once again to show my gratitude and respect to chinese president xi jinping and the chinese people "" serbian president aleksandar vucic said when he welcomed the 3rd batch of china's sinopharm vaccine in serbia globalink",neutral
448,553,president vucic welcomed the shipmetn at the airport &amp expressed gratitude and respect to president xi jin ping and the chinese people globalink | third batch of china's sinopharm vaccine arrives in serbia via at youtube,neutral
449,554,china is providing covid19 vaccines to 35 african countries and african union commission over 60 countries have authorized the use of chinese vaccines the worldwide coronavirus cases have passed 116m it’s time to jettison the so called “vaccine nationalism”,positive
450,555,at asad umar may i ask you about vaccine manufacturing company and publication of data about safety and effects of that particular vaccine on aged people (over 60) this is very important if it is chinese vaccine please make sure it is safe they have not tick mark all safety checks,positive
451,556,it is fascinating reviewing some of the offers made by sinopharm and sinovac (chinese vaccine manufacturers) to prospective buyers $60 plus per dose i think the chinese are banking on the disease becoming endemic and people eventually buying &amp paying for vaccines at pharmacies,positive
452,557,the outbreak in brazil is out of control death tolls continue to rise nothing seems to work so far china’s sinovac vaccine may not be as effective against brazil variant how can pduts address this to his chinese counterpart,positive
453,558,at rthk enews now trying to blame the venue &amp not the chinese wuhanvirus vaccine are we,neutral
454,559,blue color chinese vaccine,neutral
455,560,at son punjab at king paritosh at worldreligions at papalpreetsingh at bamber jdk at kisan union hr at pavihansi at kisanektamorcha at paramdhaliwal87 at navjotk17902569 at gurvind23963618 c the e way he handel chinese virus covid distribution of vaccine to ind vs whole world,positive
456,561,"at caulmick at eilishor i just do not know why our government will not get of it's ass and order the sputnik v ""european union agrees member states can purchase russian &amp chinese covid 19 vaccines outside of bloc's collective purchase program""",neutral
